,Rank,Release Date,Movie Title,Production Budget ($),Worldwide Gross ($),Domestic Gross ($)
3904,148,6/5/2011,Thor,150000000,449326618,"$181,030,624"
3905,1505,6/5/2011,There Be Dragons,36000000,4020990,"$1,069,334"
3906,1552,6/5/2011,Something Borrowed,35000000,65084116,"$39,046,489"
3907,2300,6/5/2011,The Beaver,21000000,5046038,"$970,816"
3908,3713,6/5/2011,Jumping the Broom,7000000,38158601,"$37,295,394"
3909,4395,6/5/2011,Hobo with a Shotgun,3000000,834953,"$703,372"
3910,54,6/17/2011,Green Lantern,200000000,219535492,"$116,601,172"
3911,930,6/17/2011,Mr. Poppers's Penguins,55000000,189624452,"$68,224,452"
3912,4205,6/17/2011,The Art of Getting By,4000000,1989035,"$1,430,241"
3913,3479,6/21/2011,You Got Served: Beat The World,10000000,1230542,$0
3914,50,6/24/2011,Cars 2,200000000,560155383,"$191,450,875"
3915,2530,6/24/2011,Bad Teacher,19000000,215448997,"$100,292,856"
3916,3430,6/24/2011,A Better Life,10000000,1884251,"$1,759,252"
3917,4110,6/24/2011,Le nom des gens,4600000,9261711,"$514,237"
3918,4296,6/28/2011,2:13,3500000,0,$0
3919,56,6/29/2011,Transformers: Dark of the Moon,195000000,1123790543,"$352,390,543"
3920,1384,7/1/2011,Season of the Witch,40000000,91126600,"$24,827,228"
3921,297,7/10/2011,Real Steel,110000000,263880341,"$85,463,309"
3922,1852,7/10/2011,Xinhai geming,30000000,8593154,"$135,739"
3923,2203,7/10/2011,The Ides of March,23000000,77735925,"$40,962,534"
3924,4133,7/10/2011,Blackthorn,4500000,1217307,"$200,558"
3925,231,7/15/2011,Harry Potter and the Deathly Hallows: Part II,125000000,1341511219,"$381,011,219"
3926,1798,7/15/2011,Winnie the Pooh,30000000,50145607,"$26,692,846"
3927,3880,7/15/2011,Snow Flower and the Secret Fan,6000000,11348205,"$1,348,205"
3928,3937,7/15/2011,Salvation Boulevard,5500000,28468,"$28,468"
3929,184,7/22/2011,Captain America: The First Avenger,140000000,370569776,"$176,654,505"
3930,1538,7/22/2011,Friends with Benefits,35000000,146595891,"$55,802,754"
3931,2954,7/22/2011,Elle s'appelait Sarah,14500000,25480031,"$7,691,700"
3932,5262,7/22/2011,Another Earth,175000,2102779,"$1,321,194"
3933,114,7/29/2011,Cowboys and Aliens,163000000,175910315,"$100,240,551"
3934,286,7/29/2011,The Smurfs,110000000,563749323,"$142,614,158"
3935,1024,7/29/2011,"Crazy, Stupid, Love",50000000,147142328,"$84,351,197"
3936,2526,7/29/2011,The Devil's Double,19100000,2406666,"$1,361,512"
3937,3087,7/29/2011,Attack the Block,13000000,6459183,"$1,024,175"
3938,3864,7/29/2011,The Guard,6000000,21197454,"$5,359,774"
3939,4885,7/29/2011,The Future,1000000,1239174,"$568,662"
3940,5041,7/29/2011,The Harvest/La Cosecha,560000,3709,"$3,709"
3941,1092,8/4/2011,Your Highness,50000000,26121638,"$21,596,445"
3942,1365,8/4/2011,Arthur,40000000,47787943,"$33,035,397"
3943,1776,8/4/2011,Hanna,30000000,65343694,"$40,259,119"
3944,2583,8/4/2011,Soul Surfer,18000000,47158652,"$43,853,424"
3945,4587,8/4/2011,Meek's Cutoff,2000000,1869928,"$977,772"
3946,518,8/7/2011,Zookeeper,80000000,170805525,"$80,360,866"
3947,1517,8/7/2011,Horrible Bosses,35000000,212417601,"$117,538,559"
3948,2157,8/7/2011,Ironclad,25000000,5297411,$0
3949,5058,8/7/2011,Sholem Aleichem: Laughing in the Darkness,500000,1131261,"$1,131,261"
3950,430,8/19/2011,Conan the Barbarian,90000000,63356133,"$21,295,021"
3951,1815,8/19/2011,Fright Night,30000000,40520649,"$18,298,649"
3952,1946,8/19/2011,Spy Kids: All the Time in the World,27000000,80681183,"$38,536,376"
3953,2874,8/19/2011,One Day,15000000,59168692,"$13,843,771"
3954,3222,8/19/2011,5 Days of War,12000000,87793,"$17,479"
3955,4129,8/19/2011,Nannerl la soeur de Mozart,4500000,2404639,"$707,885"
3956,4439,8/19/2011,Griff the Invisible,2900000,25935,"$20,778"
3957,4735,8/19/2011,Amigo,1500000,184705,"$184,705"
3958,4670,8/23/2011,Higher Ground,1800000,842693,"$841,056"
3959,1359,8/26/2011,Colombiana,40000000,72295262,"$36,665,854"
3960,2085,8/26/2011,Don't Be Afraid of the Dark,25000000,39126427,"$24,046,682"
3961,3281,8/26/2011,Brighton Rock,11000000,229653,"$229,653"
3962,3980,8/26/2011,Our Idiot Brother,5000000,25861249,"$24,814,830"
3963,4520,8/26/2011,Redemption Road,2300000,29384,"$29,384"
3964,4963,8/26/2011,Circumstance,900000,958978,"$454,121"
3965,2376,8/31/2011,The Debt,20000000,46604054,"$31,177,548"
3966,802,9/9/2011,Contagion,60000000,137551594,"$75,658,097"
3967,2113,9/9/2011,Warrior,25000000,24215385,"$13,657,115"
3968,3425,9/9/2011,Bucky Larson: Born to Be a Star,10000000,2529395,"$2,529,395"
3969,4398,9/9/2011,Creature,3000000,331000,"$331,000"
3970,4413,9/9/2011,Tanner Hall,3000000,5073,"$5,073"
3971,4621,9/9/2011,Grave Encounters,2000000,2151887,$0
3972,4996,9/9/2011,Kevin Hart: Laugh at My Pain,750000,7712436,"$7,706,436"
3973,1556,9/11/2011,J. Edgar,35000000,84606030,"$37,306,030"
3974,1977,9/12/2011,New Year’s Eve,26000000,146850273,"$54,544,638"
3975,2074,9/12/2011,The Sitter,25000000,38749404,"$30,542,576"
3976,2294,9/12/2011,Tinker Tailor Soldier Spy,21000000,81452811,"$24,149,393"
3977,3171,9/12/2011,Young Adult,12000000,22750356,"$16,311,571"
3978,4423,9/13/2011,Never Back Down 2: The Beatdown,3000000,0,$0
3979,2126,9/16/2011,Straw Dogs,25000000,11253821,"$10,324,441"
3980,2188,9/16/2011,I Don't Know How She Does It,24000000,24474463,"$9,659,074"
3981,2829,9/16/2011,Drive,15000000,78054825,"$35,060,689"
3982,3653,9/16/2011,Restless,8000000,2772511,"$163,753"
3983,3707,9/16/2011,3,7200000,295492,"$59,774"
3984,676,9/23/2011,Killer Elite,70000000,65409046,"$25,124,986"
3985,1030,9/23/2011,Moneyball,50000000,111300835,"$75,605,492"
3986,1480,9/23/2011,Dolphin Tale,37000000,96068724,"$72,286,779"
3987,1572,9/23/2011,Abduction,35000000,86648359,"$28,087,155"
3988,1849,9/23/2011,Machine Gun Preacher,30000000,3721988,"$538,690"
3989,4207,9/23/2011,Red State,4000000,1983596,"$1,065,429"
3990,5258,9/23/2011,Weekend,190000,1577585,"$484,592"
3991,1094,9/30/2011,Dream House,50000000,41642166,"$21,302,340"
3992,2431,9/30/2011,What's Your Number?,20000000,30163785,"$14,011,084"
3993,3013,9/30/2011,Margaret,14000000,623292,"$47,185"
3994,3606,9/30/2011,50/50,8000000,41334735,"$35,016,118"
3995,4061,9/30/2011,Tucker & Dale vs. Evil,5000000,5476793,"$223,838"
3996,4099,9/30/2011,Take Shelter,4750000,4972016,"$1,728,953"
3997,4542,9/30/2011,Courageous,2000000,35185884,"$34,522,221"
3998,3902,10/5/2011,The Hit List,6000000,0,$0
3999,1013,10/6/2011,Super 8,50000000,257972745,"$127,004,179"
4000,4286,10/6/2011,Trolljegeren,3500000,5706638,"$253,444"
4001,2009,10/8/2011,The Help,25000000,213120004,"$169,705,587"
4002,1275,10/14/2011,The Big Year,41000000,7684524,"$7,204,138"
4003,1467,10/14/2011,The Thing,38000000,27501814,"$16,928,670"
4004,1628,10/14/2011,Trespass,35000000,786532,"$16,816"
4005,2170,10/14/2011,Footloose,24000000,62989834,"$51,802,742"
4006,3662,10/14/2011,Fireflies in the Garden,8000000,3505823,"$36,884"
4007,431,10/21/2011,The Three Musketeers,90000000,139877913,"$20,377,913"
4008,1223,10/21/2011,Johnny English Reborn,45000000,164539660,"$8,305,970"
4009,3757,10/21/2011,The Mighty Macs,7000000,1891936,"$1,891,936"
4010,3935,10/21/2011,Le Havre,5500000,13480196,"$611,709"
4011,3956,10/21/2011,Paranormal Activity 3,5000000,202053386,"$104,028,807"
4012,4158,10/21/2011,Cargo,4200000,313230,$0
4013,4305,10/21/2011,Margin Call,3400000,20433227,"$5,353,586"
4014,4867,10/21/2011,Martha Marcy May Marlene,1000000,5438911,"$2,981,038"
4015,217,10/28/2011,Puss in Boots,130000000,554987477,"$149,260,504"
4016,1221,10/28/2011,The Rum Diary,45000000,21544732,"$13,109,815"
4017,1554,10/28/2011,In Time,35000000,165103952,"$37,553,932"
4018,1936,10/28/2011,Anonymous,27500000,15815509,"$4,463,292"
4019,5189,10/28/2011,Like Crazy,250000,3731489,"$3,395,391"
4020,506,11/2/2011,Just Go With It,80000000,214974953,"$103,028,109"
4021,1490,11/2/2011,Gnomeo and Juliet,36000000,193737977,"$99,967,670"
4022,2091,11/2/2011,The Eagle,25000000,36054706,"$19,490,041"
4023,3034,11/2/2011,Justin Bieber: Never Say Never,13000000,99034125,"$73,013,910"
4024,3402,11/2/2011,Cedar Rapids,10000000,7862131,"$6,861,102"
4025,4733,11/2/2011,MOOZ-lum,1500000,372239,"$362,239"
4026,4811,11/2/2011,Certifiably Jonathan,1200000,7826,"$7,826"
4027,5344,11/2/2011,Raymond Did It,40000,3632,"$3,632"
4028,170,11/3/2011,Mars Needs Moms,150000000,39549758,"$21,392,758"
4029,650,11/3/2011,Battle: Los Angeles,70000000,213463976,"$83,552,429"
4030,1258,11/3/2011,Red Riding Hood,42000000,91678442,"$37,662,162"
4031,3207,11/3/2011,Kill the Irishman,12000000,1188194,"$1,188,194"
4032,5167,11/3/2011,3 Backyards,300000,39475,"$39,475"
4033,559,11/11/2011,Jack and Jill,79000000,150519217,"$74,158,157"
4034,589,11/11/2011,Immortals,75000000,211562435,"$83,504,017"
4035,3503,11/11/2011,Melancholia,9400000,21817298,"$3,030,848"
4036,2322,11/16/2011,The Descendants,20000000,175507800,"$82,624,961"
4037,207,11/18/2011,Happy Feet Two,135000000,157956466,"$64,006,466"
4038,227,11/18/2011,"The Twilight Saga: Breaking Dawn, Part 1",127500000,689420051,"$281,287,133"
4039,4232,11/18/2011,Another Happy Day,4000000,978527,"$9,120"
4040,78,11/23/2011,Hugo,180000000,180047784,"$73,864,507"
4041,464,11/23/2011,Arthur Christmas,85000000,149717124,"$46,462,469"
4042,1170,11/23/2011,The Muppets,45000000,160971922,"$88,625,922"
4043,2475,11/23/2011,A Dangerous Method,20000000,14807531,"$5,702,083"
4044,3377,11/23/2011,My Week with Marilyn,10000000,34240572,"$14,597,405"
4045,2731,11/25/2011,The Artist,16000000,128256712,"$44,667,095"
4046,5368,11/25/2011,The Ridges,17300,0,$0
4047,1349,12/8/2011,Final Destination 5,40000000,155011165,"$42,587,643"
4048,1906,12/8/2011,30 Minutes or Less,28000000,40966716,"$37,053,924"
4049,3531,12/8/2011,Glee: The 3D Concert Movie,9000000,17462398,"$11,862,398"
4050,173,12/16/2011,Mission: Impossible—Ghost Protocol,145000000,694713230,"$209,397,903"
4051,240,12/16/2011,Sherlock Holmes: A Game of Shadows,125000000,535663443,"$186,848,418"
4052,497,12/16/2011,Alvin and the Chipmunks: Chipwrecked,80000000,349088523,"$133,107,389"
4053,2141,12/16/2011,Carnage,25000000,38112154,"$2,546,747"
4054,406,12/20/2011,The Girl with the Dragon Tattoo,90000000,239373970,"$102,515,793"
4055,223,12/21/2011,The Adventures of Tintin,130000000,373993951,"$77,591,831"
4056,3690,12/21/2011,Albert Nobbs,7500000,8539003,"$3,014,696"
4057,1029,12/23/2011,We Bought a Zoo,50000000,118729073,"$75,624,550"
4058,3090,12/23/2011,In The Land of Blood and Honey,13000000,509193,"$303,877"
4059,652,12/25/2011,War Horse,70000000,156815529,"$79,883,359"
4060,1368,12/25/2011,Extremely Loud and Incredibly Close,40000000,55247881,"$31,847,881"
4061,1632,12/25/2011,The Darkest Hour,34800000,62831715,"$21,443,494"
4062,4980,12/30/2011,Jodaeiye Nader az Simin,800000,24426169,"$7,098,492"
4063,3225,12/31/2011,Tu Xia Chuan Qi,12000000,1828400,$0
4064,3508,12/31/2011,Red Dog,9100000,20927794,$0
4065,3819,12/31/2011,Tracker,6500000,3149,$0
4066,3901,12/31/2011,Freaky Deaky,6000000,0,$0
4067,4085,12/31/2011,We Have Your Husband,5000000,0,$0
4068,4104,12/31/2011,Without Men,4700000,0,$0
4069,4464,12/31/2011,La Cara Oculta,2600000,7033931,$0
4070,4642,12/31/2011,True Bromance,2000000,0,$0
4071,5217,12/31/2011,Rock the House,250000,0,$0
4072,5319,12/31/2011,Absentia,70000,8555,$0
4073,102,1/6/2012,Snow White and the Huntsman,170000000,401021746,"$155,136,755"
4074,3189,1/6/2012,For Greater Glory,12000000,10026255,"$5,669,081"
4075,4238,1/6/2012,The Loved Ones,4000000,12302,$0
4076,4810,1/6/2012,"Pink Ribbons, Inc.",1200000,26608,"$26,608"
4077,4905,1/6/2012,Hardflip,1000000,96734,"$96,734"
4078,200,1/10/2012,The Croods,135000000,573068425,"$187,168,425"
4079,1932,1/13/2012,Joyful Noise,27500000,31157914,"$30,932,113"
4080,2031,1/13/2012,Contraband,25000000,98406855,"$66,528,000"
4081,2976,1/13/2012,The Iron Lady,14000000,115592104,"$29,959,436"
4082,3759,1/13/2012,We Need to Talk About Kevin,7000000,10765283,"$1,738,692"
4083,4412,1/13/2012,The Divide,3000000,156362,"$18,000"
4084,5382,1/13/2012,Newlyweds,9000,4584,"$4,584"
4085,365,1/20/2012,Jin líng shí san chai,100000000,98227017,"$311,434"
4086,659,1/20/2012,Underworld: Awakening,70000000,160379930,"$62,321,039"
4087,886,1/20/2012,Red Tails,58000000,50365498,"$49,876,377"
4088,2209,1/20/2012,Haywire,23000000,36374700,"$18,942,396"
4089,3444,1/20/2012,Coriolanus,10000000,1049641,"$749,641"
4090,1261,1/27/2012,One for the Money,42000000,36197221,"$26,414,527"
4091,1266,1/27/2012,Man on a Ledge,42000000,45688337,"$18,620,000"
4092,2041,1/27/2012,The Grey,25000000,81249176,"$51,580,136"
4093,698,2/3/2012,Doctor Seuss' The Lorax,67500000,350976753,"$214,030,500"
4094,3137,2/3/2012,Project X,12000000,103028188,"$54,731,865"
4095,4403,2/3/2012,Tim and Eric's Billion Dollar Movie,3000000,223652,"$201,436"
4096,111,2/11/2012,Wreck-It Ralph,165000000,496511521,"$189,412,677"
4097,1693,2/11/2012,Flight,31000000,160558438,"$93,772,375"
4098,2775,2/11/2012,Vamps,16000000,94812,"$3,361"
4099,2870,2/11/2012,The Man with the Iron Fists,15000000,22018988,"$15,634,090"
4100,732,2/17/2012,This Means War,65000000,156974557,"$54,760,791"
4101,898,2/17/2012,Ghost Rider: Spirit of Vengeance,57000000,149217355,"$51,774,002"
4102,2208,2/17/2012,Kari gurashi no Arietti,23000000,151496097,"$19,192,510"
4103,1661,2/24/2012,Wanderlust,32500000,24159934,"$17,288,155"
4104,2972,2/24/2012,Tyler Perry's Good Deeds,14000000,35579177,"$35,025,791"
4105,3131,2/24/2012,Act of Valor,12000000,82497035,"$70,012,847"
4106,1393,3/2/2012,Big Miracle,40000000,25268680,"$20,157,300"
4107,2812,3/2/2012,The Woman in Black,15000000,128955898,"$54,333,290"
4108,3134,3/2/2012,Chronicle,12000000,123681790,"$64,575,175"
4109,4676,3/2/2012,Dysfunctional Friends,1800000,0,$0
4110,4991,3/2/2012,Kill List,800000,462206,"$29,063"
4111,4999,3/2/2012,The Innkeepers,750000,1011535,"$78,396"
4112,5089,3/4/2012,Enter Nowhere,500000,0,$0
4113,26,3/7/2012,The Amazing Spider-Man,220000000,757890267,"$262,030,663"
4114,5177,3/7/2012,Some Guy Who Kills People,300000,0,$0
4115,249,3/8/2012,Total Recall,125000000,211856088,"$58,877,969"
4116,2243,3/8/2012,Diary of a Wimpy Kid: Dog Days,22000000,77229695,"$49,008,662"
4117,4976,3/8/2012,Celeste and Jesse Forever,840000,3787689,"$3,103,407"
4118,1247,3/16/2012,21 Jump Street,42000000,202812429,"$138,447,667"
4119,3415,3/16/2012,"Jeff, Who Lives at Home",10000000,4708127,"$4,269,426"
4120,3863,3/16/2012,Casa de mi Padre,6000000,8446952,"$5,909,483"
4121,5325,3/16/2012,The FP,60000,0,$0
4122,4235,3/20/2012,A Lonely Place to Die,4000000,442550,$0
4123,4935,3/20/2012,Snow White: A Deadly Summer,1000000,0,$0
4124,486,3/23/2012,The Hunger Games,80000000,677923379,"$408,010,692"
4125,4826,3/23/2012,Serbuan maut,1100000,9297407,"$4,105,123"
4126,4861,3/23/2012,October Baby,1000000,5391992,"$5,355,847"
4127,163,3/30/2012,Wrath of the Titans,150000000,305270083,"$83,670,083"
4128,457,3/30/2012,Mirror Mirror,85000000,173613482,"$64,935,167"
4129,3092,3/30/2012,Womb,13000000,0,$0
4130,4633,3/30/2012,The Legend of Hell’s Gate: An American Conspiracy,2000000,0,$0
4131,22,4/5/2012,The Avengers,225000000,1519479547,"$623,279,547"
4132,3118,4/5/2012,A Little Bit of Heaven,12500000,1100287,"$10,011"
4133,3284,4/5/2012,LOL,11000000,10431506,$0
4134,3318,4/5/2012,The Best Exotic Marigold Hotel,10000000,134639780,"$46,383,639"
4135,1766,4/13/2012,The Three Stooges,30000000,54052249,"$44,338,224"
4136,1773,4/13/2012,The Cabin in the Woods,30000000,70768144,"$42,073,277"
4137,2429,4/13/2012,Lockout,20000000,33943049,"$14,326,865"
4138,3487,4/13/2012,Detention,10000000,0,$0
4139,4806,4/13/2012,Blue Like Jazz,1200000,595018,"$595,018"
4140,4957,4/13/2012,L!fe Happens,930000,30905,"$30,905"
4141,2033,4/20/2012,The Lucky One,25000000,96633833,"$60,457,138"
4142,3124,4/20/2012,Think Like a Man,12000000,113373764,"$91,547,205"
4143,3209,4/20/2012,Darling Companion,12000000,1200346,"$793,352"
4144,954,4/27/2012,The Pirates! Band of Misfits,55000000,136143605,"$31,051,126"
4145,1651,4/27/2012,Safe,33000000,41495213,"$17,142,080"
4146,1796,4/27/2012,The Five-Year Engagement,30000000,61623819,"$28,700,285"
4147,1991,4/27/2012,The Raven,26000000,30601801,"$16,008,272"
4148,3858,4/27/2012,Bernie,6000000,10106975,"$9,204,489"
4149,3946,4/27/2012,Hodejegerne,5250000,20188740,"$1,200,010"
4150,4965,4/27/2012,The Giant Mechanical Man,900000,7396,"$7,396"
4151,5282,4/27/2012,Sound of My Voice,135000,429448,"$408,015"
4152,3156,5/7/2012,Katy Perry: Part of Me,12000000,32700439,"$25,326,071"
4153,1161,5/10/2012,Taken 2,45000000,377807404,"$139,854,287"
4154,1439,5/10/2012,Frankenweenie,39000000,81150788,"$35,287,788"
4155,3116,5/10/2012,The Paperboy,12500000,3522153,"$677,200"
4156,3658,5/10/2012,Wuthering Heights,8000000,2721534,"$100,915"
4157,3910,5/10/2012,Trade of Innocents,5800000,15091,"$15,091"
4158,730,5/16/2012,The Dictator,65000000,180148897,"$59,650,222"
4159,34,5/18/2012,Battleship,209000000,305218228,"$65,233,400"
4160,1473,5/18/2012,What to Expect When You're Expecting,37500000,120925697,"$41,152,203"
4161,3561,5/18/2012,Polisse,8900000,22744132,"$176,988"
4162,4829,5/18/2012,Beyond the Black Rainbow,1100000,56491,"$56,491"
4163,5306,5/18/2012,Indie Game: The Movie,100000,0,$0
4164,29,5/25/2012,Men in Black 3,215000000,654213485,"$179,020,854"
4165,2730,5/25/2012,Moonrise Kingdom,16000000,68582095,"$45,512,466"
4166,3287,5/25/2012,Les Intouchables,10800000,484873045,"$13,182,281"
4167,4847,5/25/2012,Chernobyl Diaries,1000000,42411721,"$18,119,640"
4168,4841,6/1/2012,The Devil Inside,1000000,101759490,"$53,262,945"
4169,5047,6/3/2012,High Road,546173,0,$0
4170,1041,6/4/2012,American Reunion,50000000,236799211,"$56,758,835"
4171,4393,6/4/2012,Damsels in Distress,3000000,1324299,"$1,007,535"
4172,1194,6/7/2012,Savages,45000000,80594860,"$47,323,100"
4173,668,6/15/2012,Rock of Ages,70000000,61031932,"$38,518,613"
4174,896,6/15/2012,That's My Boy,57500000,58085235,"$36,931,089"
4175,5287,6/15/2012,Your Sister's Sister,120000,3090593,"$1,597,486"
4176,69,6/22/2012,Brave,185000000,554606532,"$237,282,182"
4177,700,6/22/2012,Abraham Lincoln: Vampire Hunter,67500000,137489730,"$37,519,139"
4178,2283,6/22/2012,To Rome with Love,21500000,74326015,"$16,684,352"
4179,3399,6/22/2012,Seeking a Friend for the End of the World,10000000,11766959,"$7,078,738"
4180,4663,6/27/2012,Beasts of the Southern Wild,1800000,23265132,"$12,795,746"
4181,1003,6/29/2012,Ted,50000000,556016627,"$218,665,740"
4182,2331,6/29/2012,Tyler Perry's Madea's Witness Protection,20000000,66950887,"$65,653,242"
4183,2756,6/29/2012,People Like Us,16000000,12519804,"$12,431,792"
4184,3710,6/29/2012,Magic Mike,7000000,170549753,"$113,721,571"
4185,2484,7/9/2012,The Cold Light of Day,20000000,25361206,"$3,763,583"
4186,3857,7/9/2012,The Words,6000000,16369708,"$11,494,838"
4187,3913,7/9/2012,The Inbetweeners,5700000,86051320,"$35,955"
4188,4396,7/9/2012,Bachelorette,3000000,12577401,"$446,770"
4189,4817,7/9/2012,Crowsnest,1200000,0,$0
4190,3891,7/12/2012,Deadfall,6000000,1673635,"$66,351"
4191,3919,7/12/2012,Khiladi 786,5600000,14683763,"$385,422"
4192,371,7/13/2012,Ice Age: Continental Drift,95000000,879765137,"$161,321,843"
4193,2655,7/13/2012,Red Lights,17700000,14518884,"$49,521"
4194,4470,7/13/2012,2016: Obama’s America,2500000,33349941,"$33,349,941"
4195,5090,7/17/2012,Girls Gone Dead,500000,0,$0
4196,5,7/20/2012,The Dark Knight Rises,275000000,1084439099,"$448,139,099"
4197,5225,7/20/2012,Burn,225000,1109276,"$1,109,276"
4198,948,7/27/2012,The Watch,55000000,67130045,"$34,353,000"
4199,1647,7/27/2012,Step Up Revolution,33000000,165552290,"$35,074,677"
4200,3436,7/27/2012,Killer Joe,10000000,4659110,"$1,291,645"
4201,172,8/6/2012,Madagascar 3: Europe's Most Wanted,145000000,746921271,"$216,391,482"
4202,246,8/6/2012,Prometheus,125000000,402448265,"$126,477,084"
4203,4998,8/6/2012,Safety Not Guaranteed,750000,4422318,"$4,010,957"
4204,1741,8/8/2012,Hope Springs,30000000,133085295,"$63,536,011"
4205,45,8/11/2012,Skyfall,200000000,1110526981,"$304,360,277"
4206,1336,8/15/2012,The Odd Life of Timothy Green,40000000,55249159,"$51,853,450"
4207,343,8/17/2012,The Expendables 2,100000000,311979256,"$85,028,192"
4208,820,8/17/2012,ParaNorman,60000000,108119662,"$56,003,051"
4209,3352,8/17/2012,Sparkle,10000000,24660323,"$24,397,469"
4210,4094,8/17/2012,The Awakening,4900000,6924321,"$95,933"
4211,4483,8/17/2012,Robot & Frank,2500000,4934356,"$3,317,468"
4212,5184,8/17/2012,Compliance,270000,830700,"$319,285"
4213,2263,8/22/2012,Hit & Run,22000000,17216955,"$13,749,300"
4214,1586,8/24/2012,Premium Rush,35000000,31393201,"$20,275,446"
4215,2151,8/24/2012,Les petits mouchoirs,25000000,48530887,"$205,505"
4216,2703,8/24/2012,The Apparition,17000000,10637281,"$4,936,819"
4217,4203,8/24/2012,Samsara,4000000,5966671,"$2,672,413"
4218,4816,8/28/2012,Below Zero,1200000,0,$0
4219,1984,8/29/2012,Lawless,26000000,54393637,"$37,397,291"
4220,2495,8/29/2012,The Oogieloves in the BIG Balloon Adventure,20000000,1065907,"$1,065,907"
4221,2967,8/31/2012,The Possession,14000000,82925064,"$49,130,588"
4222,4970,8/31/2012,"For a Good Time, Call",850000,1386088,"$1,251,749"
4223,7,9/3/2012,John Carter,275000000,282778100,"$73,058,679"
4224,1395,9/3/2012,A Thousand Words,40000000,20790486,"$18,450,127"
4225,4551,9/3/2012,Silent House,2000000,16610760,"$12,739,737"
4226,4936,9/10/2012,Truth or Die,1000000,0,$0
4227,708,9/11/2012,Lincoln,65000000,273346281,"$182,207,973"
4228,2163,9/11/2012,Dangerous Liaisons,24200000,10447579,"$17,000"
4229,4242,9/11/2012,Replicas,4000000,0,$0
4230,5169,9/11/2012,Nothing But a Man,300000,17241,"$17,241"
4231,738,9/14/2012,Resident Evil: Retribution,65000000,238940997,"$42,345,531"
4232,1474,9/14/2012,The Master,37500000,58792011,"$16,247,159"
4233,1627,9/14/2012,Stolen,35000000,17967746,"$289,773"
4234,3184,9/14/2012,Arbitrage,12000000,35830713,"$7,919,574"
4235,4108,9/14/2012,Barfi,4600000,36751984,"$2,804,874"
4236,4818,9/14/2012,Airborne,1200000,0,$0
4237,846,9/21/2012,Trouble with the Curve,60000000,47818913,"$35,763,137"
4238,1220,9/21/2012,Dredd,45000000,41467606,"$13,414,714"
4239,2822,9/21/2012,End of Watch,15000000,57586606,"$41,003,371"
4240,3062,9/21/2012,The Perks of Being a Wallflower,13000000,33069303,"$17,742,948"
4241,3789,9/21/2012,House at the End of the Street,6900000,44103982,"$31,611,916"
4242,447,9/28/2012,Hotel Transylvania,85000000,378505812,"$148,313,048"
4243,1735,9/28/2012,Looper,30000000,170466405,"$66,486,205"
4244,2551,9/28/2012,Won't Back Down,19000000,5714913,"$5,310,554"
4245,2674,9/28/2012,Pitch Perfect,17000000,116044347,"$65,001,093"
4246,5072,9/28/2012,The Other Dream Team,500000,314444,"$134,109"
4247,449,10/2/2012,Safe House,85000000,208542162,"$126,181,630"
4248,558,10/2/2012,Journey 2: The Mysterious Island,79000000,318146162,"$103,860,290"
4249,1709,10/2/2012,The Vow,30000000,197618160,"$125,014,030"
4250,247,10/8/2012,The Bourne Legacy,125000000,280355920,"$113,203,870"
4251,375,10/8/2012,The Campaign,95000000,104907746,"$86,907,746"
4252,4210,10/17/2012,Holy Motors,4000000,4230426,"$641,054"
4253,1576,10/19/2012,Alex Cross,35000000,35426759,"$25,888,412"
4254,3963,10/19/2012,Paranormal Activity 4,5000000,140619520,"$53,900,335"
4255,4612,10/19/2012,The First Time ,2000000,17061,"$17,061"
4256,4859,10/19/2012,The Sessions,1000000,11495204,"$6,002,451"
4257,325,10/26/2012,Cloud Atlas,102000000,130673154,"$27,108,272"
4258,2415,10/26/2012,Silent Hill: Revelation 3D,20000000,55975672,"$17,530,219"
4259,2473,10/26/2012,Chasing Mavericks,20000000,8300821,"$6,002,756"
4260,2996,10/26/2012,Fun Size ,14000000,11166615,"$9,409,538"
4261,4073,10/26/2012,Mientras duermes,5000000,9109597,$0
4262,4619,10/26/2012,The Ghastly Love of Johnny X,2000000,2436,"$2,436"
4263,165,11/5/2012,Dark Shadows,150000000,238202668,"$79,727,149"
4264,4153,11/7/2012,Snabba Cash,4300000,10212403,"$188,870"
4265,3505,11/13/2012,Jab Tak Hai Jaan,9200000,5806666,"$3,047,539"
4266,199,11/16/2012,"The Twilight Saga: Breaking Dawn, Part 2",136200000,829724737,"$292,324,737"
4267,1123,11/16/2012,Anna Karenina,49000000,71004627,"$12,816,367"
4268,2284,11/16/2012,Silver Linings Playbook,21000000,236412453,"$132,092,958"
4269,3282,11/16/2012,Le prénom,11000000,25307405,"$61,611"
4270,177,11/21/2012,Rise of the Guardians,145000000,306900902,"$103,412,758"
4271,258,11/21/2012,Life of Pi,120000000,607987022,"$124,987,022"
4272,735,11/21/2012,Red Dawn,65000000,48164150,"$44,806,783"
4273,2523,11/23/2012,De rouille et d’os,19500000,29393634,"$2,061,449"
4274,2872,11/30/2012,Killing Them Softly,15000000,39238443,"$14,945,541"
4275,3403,11/30/2012,The Collection,10000000,8890094,"$6,810,754"
4276,1231,12/10/2012,Argo,44500000,227140757,"$136,025,503"
4277,1255,12/10/2012,Here Comes the Boom,42000000,73239258,"$45,290,318"
4278,3022,12/10/2012,Seven Psychopaths,13500000,33035736,"$15,024,049"
